main_colno	code	quality	ref	length	variant	genus	spec_epithet	cf	pair_name	survey	country	province	region	city	elev	lon	lat	prec	remark	genbank_id	sporocarp_sample_by	sporocarp_sample_date	dna_sample_by	dna_sample_date	pcr_by	pcr_date	seq_date	submitter	submit_date	ref_person	ref_date	author	doi	n_ch	loc_code	distance	direction	topo	habitat	local	specimen_id	locality_id
sc28355	SSU	NA	Undefined	321	NA	Lamproderma	ovoideum	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1453	11.083630	47.458310	25.0	GAP15_LAMovo-d6	LT670224	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_1a	50.0	E	Troeglhütte	montane spruce forest at a W-exp. slope above the gravel road	above the gravel road	4274	257
sc28446	SSU	NA	Undefined	321	NA	Lamproderma	ovoideum	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1493	11.082950	47.456690	25.0	GAP15_LAMovo-d6	LT670296	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_10	50.0	S	Troeglhütte	open spruce forest	ca. 100 m above trail, before tunnel	4367	266
sc28370	SSU	NA	Undefined	321	NA	Lamproderma	ovoideum	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1611	11.065730	47.449890	25.0	GAP15_LAMovo-d6	LT670237	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_6a	100.0	W	Kreuzeckbahn	spruce forest	down from trail to Hochalm, ca. 100 m W Kreuzeckbahn, below the gravel road	4289	262
sc26357	SSU	NA	Undefined	321	NA	Lamproderma	ovoideum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1657	11.071250	47.452306	25.0	GAP13_LAMovo-d6	LT670125	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_05	1200.0	ENE	Kreuzeckhaus	natural snow fields at a steep slope ca. 400 m NW Kreuzjoch, exp 65° ENE, incl. 33°	ski track Kreuzeck	4113	240
sc26371	SSU	NA	Undefined	321	NA	Lamproderma	ovoideum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1688	11.080790	47.453100	15.0	GAP13_LAMovo-d6	LT670136	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_06	1100.0	ENE	Kreuzeckhaus	open meadows beside a ski track, exp. 17° NNE, incl. 40°	steep slope ca. 300 m NW Kreuzjoch	4145	241
sc28450	SSU	NA	Undefined	316	NA	Meriderma	carestiae var. retisporum ad int.	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1366	11.084160	47.462080	25.0	GAP15_MERcar-b	LT670300	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_9	300.0	N	Troeglhütte	open meadows near the road	branch of the gravel road	4371	265
sc28354	SSU	NA	Undefined	316	NA	Meriderma	carestiae	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1453	11.083630	47.458310	25.0	GAP15_MERcar-a1	LT670223	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_1a	50.0	E	Troeglhütte	montane spruce forest at a W-exp. slope above the gravel road	above the gravel road	4273	257
sc28381	SSU	NA	Undefined	316	NA	Meriderma	carestiae	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1303	11.096800	47.464350	25.0	GAP15_MERcar-a3	LT670247	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_8	150.0	N	Garmischer Haus	open woodland fringe near ski track	ski track below water reservoir	4301	264
sc28448	SSU	NA	Undefined	316	NA	Meriderma	carestiae var. retisporum ad int.	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1366	11.084160	47.462080	25.0	GAP15_MERcar-a2	LT670298	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_9	300.0	N	Troeglhütte	open meadows near the road	branch of the gravel road	4369	265
sc26344	SSU	NA	Undefined	316	NA	Meriderma	carestiae	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1061	11.096000	47.468389	15.0	GAP13_MERcar-a2	LT670117, KP967218	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_01a	1500.0	NNE	Garmischer Haus	steep slope with a rather large snowfield, exp. 60° NNE, incl. 30°	ski track to the Hausberg	4083	234
sc26319	SSU	NA	Undefined	317	NA	Meriderma	spinulisporum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1701	11.075790	47.452690	15.0	GAP13_MERspi-a1	LT670099	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_07	270.0	E	Kreuzeckhaus	open spruce forest at a NNW-exp. slope, exp. 336°, incl. 35°	ca. 200 m SW Kreuzjoch	4173	244
sc26341	SSU	NA	Undefined	317	NA	Meriderma	spinulisporum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1701	11.075790	47.452690	15.0	GAP13_MERspi-a1	LT670115, KP967168	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_07	270.0	E	Kreuzeckhaus	open spruce forest at a NNW-exp. slope, exp. 336°, incl. 35°	ca. 200 m SW Kreuzjoch	4174	244
sc28401	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1622	11.079960	47.454910	25.0	GAP15_MERagg-a2	LT670263	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_11	350.0	S	Troeglhütte	MER-spot below the rocks, sheltered steep slope with some shrubs	above the Ski trail	4321	267
sc28398	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1622	11.079960	47.454910	25.0	GAP15_MERagg-a2	LT670260	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_11	350.0	S	Troeglhütte	MER-spot below the rocks, sheltered steep slope with some shrubs	above the Ski trail	4318	267
sc26335	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1582	11.071190	47.452030	15.0	GAP13_MERagg-a3	LT670111	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_08	200.0	E	Kreuzeckhaus	open alpine meadows, exp. 40° NE, incl. 2°	Kreuzalm, around the restaurant	4199	245
sc26384	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1582	11.071190	47.452030	15.0	GAP13_MERagg-a1	LT670146, KP967137	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_08	200.0	E	Kreuzeckhaus	open alpine meadows, exp. 40° NE, incl. 2°	Kreuzalm, around the restaurant	4180	245
sc28397	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1622	11.079960	47.454910	25.0	GAP15_MERagg-a1	LT670259	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_11	350.0	S	Troeglhütte	MER-spot below the rocks, sheltered steep slope with some shrubs	above the Ski trail	4317	267
sc26330	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1582	11.071190	47.452030	15.0	GAP13_MERagg-a1	LT670106	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_08	200.0	E	Kreuzeckhaus	open alpine meadows, exp. 40° NE, incl. 2°	Kreuzalm, around the restaurant	4194	245
sc26382	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1582	11.071190	47.452030	15.0	GAP13_MERagg-a1	LT670144, KP967120	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2013_08	200.0	E	Kreuzeckhaus	open alpine meadows, exp. 40° NE, incl. 2°	Kreuzalm, around the restaurant	4177	245
sc28404	SSU	NA	Undefined	329	NA	Meriderma	aggregatum	FALSE	S3bF / S31R	GAP15	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1622	11.079960	47.454910	25.0	GAP15_MERagg-a1	LT670266	NA	NA	Mathilde Borg Dahl		Mathilde Borg Dahl	NA	NA	Martin Schnittler	2020-01-24	NA	NA	A. Klahr, M. Schnittler, M. Schnittler	NA	0	GAP_2015_11	350.0	S	Troeglhütte	MER-spot below the rocks, sheltered steep slope with some shrubs	above the Ski trail	4324	267
LE305765	COI	Readable	Yes	609	NA	Lepidoderma	carestianum	FALSE	COIF1 / COIR1	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	379	32.608617	67.654067	25.0	Lepidoderma carestianum_KY123367	KY123367	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	NA		NA	Oleg Shchepin	2020-01-24	O.N. Shchepin	2020-01-24	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap541	1530.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1088	113
LE305798	COI	Excellent	Yes	609	NA	Lepidoderma	carestianum	FALSE	COIF1 / COIR1	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	363	32.608967	67.653950	25.0	Lepidoderma carestianum_KY123368	KY123368	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	Oleg Shchepin	2016-02-01	NA	Oleg Shchepin	2020-01-24	O.N. Shchepin	2020-01-24	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap540	1520.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1121	112
LE305805	COI	Excellent	Yes	609	NA	Lepidoderma	carestianum	FALSE	COIF1 / COIR1	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	387	32.608167	67.654100	25.0	Lepidoderma carestianum_KY123369	KY123369	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	NA		NA	Oleg Shchepin	2020-01-24	O.N. Shchepin	2020-01-24	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap542	1540.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1128	114
LE305765	EF1A	Readable	Yes	759	NA	Lepidoderma	carestianum	FALSE	PB1F / PB1R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	379	32.608617	67.654067	25.0	Lepidoderma carestianum_KY123391	KY123391	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	Oleg Shchepin	2015-11-16	NA	Oleg Shchepin	2020-01-24	O.N. Shchepin	2020-01-24	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap541	1530.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1088	113
LE305798	EF1A	Readable	Yes	759	NA	Lepidoderma	carestianum	FALSE	PB1F / PB1R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	363	32.608967	67.653950	25.0	Lepidoderma carestianum_KY123392	KY123392	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	Oleg Shchepin	2015-11-16	NA	Oleg Shchepin	2020-01-24	O.N. Shchepin	2020-01-24	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap540	1520.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1121	112
LE305805	EF1A	Readable	Yes	759	NA	Lepidoderma	carestianum	FALSE	PB1F / PB1R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	387	32.608167	67.654100	25.0	Lepidoderma carestianum_KY123393	KY123393	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	Oleg Shchepin	2015-11-16	NA	Oleg Shchepin	2020-01-24	O.N. Shchepin	2020-01-24	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap542	1540.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1128	114
LE306606	SSU	Excellent	Yes	549	NA	Didymium	melanospermum	FALSE	S1 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	174	32.433333	67.669783	25.0	DDYmel_Lapland	MH930567	Ilya Prikhodko	NA	Ilya Prikhodko	NA	Ilya Prikhodko	2018-02-19	2018-02-24	Oleg Shchepin	2020-01-22	O.N. Shchepin	2020-01-23	Ilya Prikhodko	10.1016/j.funeco.2018.11.006	0	Lap595	9170.0	WNW	Kordon Nizhn'aja Chuna	coniferous forest with PICobo	near Seidapakhta mt., up the brook stream	1759	155
LE306602	SSU	Excellent	Yes	550	NA	Didymium	melanospermum	FALSE	S1 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	174	32.433333	67.669783	25.0	DDYmel_Lapland	MH930566	Ilya Prikhodko	NA	Ilya Prikhodko	NA	Ilya Prikhodko	2018-02-19	2018-02-24	Oleg Shchepin	2020-01-22	O.N. Shchepin	2020-01-23	Ilya Prikhodko	10.1016/j.funeco.2018.11.006	0	Lap595	9170.0	WNW	Kordon Nizhn'aja Chuna	coniferous forest with PICobo	near Seidapakhta mt., up the brook stream	1755	155
LE306464	SSU	Excellent	Yes	563	NA	Diderma	umbilicatum	FALSE	S1 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	104	32.367983	67.659450	25.0	DIDumb_Lapland	MH714787	Ilya Prikhodko	NA	Ilya Prikhodko	NA	NA		2017-12-23	Oleg Shchepin	2020-01-22	O.N. Shchepin	2020-01-23	Ilya Prikhodko	10.17581/bp.2018.07207	3	Lap579	11750.0	W	Kordon Nizhn'aja Chuna	coniferous forest with PICobo	Volok, 11 km from kordon Nizhn'aja Chuna, near Ochtozero lake	1620	132
LE306452	SSU	Excellent	Yes	577	NA	Diderma	radiatum	FALSE	S1 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	104	32.367983	67.659450	25.0	DIDrad_Lapland	MH714788	Ilya Prikhodko	NA	Ilya Prikhodko	NA	NA		2017-12-23	Oleg Shchepin	2020-01-22	O.N. Shchepin	2018-09-30	Oleg Shchepin	10.17581/bp.2018.07207	3	Lap579	11750.0	W	Kordon Nizhn'aja Chuna	coniferous forest with PICobo	Volok, 11 km from kordon Nizhn'aja Chuna, near Ochtozero lake	1608	132
LE305805	SSU	Excellent	Yes	342	NA	Lepidoderma	carestianum	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	387	32.608167	67.654100	25.0	LEPcar_Chunatundra	KY123442	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	Oleg Shchepin	2015-11-11	2016-02-23	Oleg Shchepin	2020-01-22	O.N. Shchepin	2020-01-23	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap542	1540.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1128	114
LE305798	SSU	Excellent	Yes	342	NA	Lepidoderma	carestianum	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	363	32.608967	67.653950	25.0	LEPcar_Chunatundra	KY123441	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	Oleg Shchepin	2015-11-09	2016-02-24	Oleg Shchepin	2020-01-22	O.N. Shchepin	2020-01-23	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap540	1520.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1121	112
LE305765	SSU	Excellent	Yes	342	NA	Lepidoderma	carestianum	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	379	32.608617	67.654067	25.0	LEPcar_Chunatundra	KY123440	Oleg Shchepin	2015-08-10	Oleg Shchepin	2015-08-13	Oleg Shchepin	2015-11-09	2016-02-24	Oleg Shchepin	2020-01-22	O.N. Shchepin	2020-01-23	Oleg Shchepin	10.21685/1680-0826-2016-10-4-1	1	Lap541	1530.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Picea, Sorbus, Juniperus, Ledum, Salix, Empetrum, Vaccinum	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1088	113
LE289767	SSU	Excellent	Yes	563	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Khi_12	Russia	Murmansk oblast	Kola Peninsula	Kirovsk	592	33.669472	67.667472	10.0	LEPcha	MH930657	Ilya Prikhodko	NA	Ilya Prikhodko	NA	Ilya Prikhodko	NA	2016-12-04	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Ilya Prikhodko	10.1016/j.funeco.2018.11.006	0	Khi245	1780.0	NNE	Polar-Alpine Botanical Garden-Institute	subalpine crooked-birch forest	Kukusvumchorr Mt.	390	39
LE289765	SSU	Excellent	Yes	563	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Khi_12	Russia	Murmansk oblast	Kola Peninsula	Kirovsk	592	33.669472	67.667472	10.0	LEPcha_Kirovsk	MH930656	Ilya Prikhodko		Ilya Prikhodko		Ilya Prikhodko	NA	2016-12-04	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Ilya Prikhodko	10.1016/j.funeco.2018.11.006	0	Khi245	1780.0	NNE	Polar-Alpine Botanical Garden-Institute	subalpine crooked-birch forest	Kukusvumchorr Mt.	388	39
LE289760	SSU	Excellent	Yes	563	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Khi_12	Russia	Murmansk oblast	Kola Peninsula	Kirovsk	592	33.669472	67.667472	10.0	LEPcha_Kirovsk	MH930655	Ilya Prikhodko		Ilya Prikhodko		Ilya Prikhodko	NA	2016-12-04	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Ilya Prikhodko	10.1016/j.funeco.2018.11.006	0	Khi245	1780.0	NNE	Polar-Alpine Botanical Garden-Institute	subalpine crooked-birch forest	Kukusvumchorr Mt.	383	39
Sc29919	SSU	Excellent	Yes	538	NA	Leocarpus	fragilis	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	840	158.730000	53.257500	100.0	LEOfraniv_KAM	MH930646	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_18c_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes in the valley (Suchaja Retschka) to the pass	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2671	215
Sc29913	SSU	Readable	Yes	538	NA	Leocarpus	fragilis	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	950	158.733889	53.261111	60.0	LEOfraniv_KAM	MH930645	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_26_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes, near the private tourist station	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2665	216
Sc29731	SSU	Excellent	Yes	538	NA	Leocarpus	fragilis	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Bystrinskiy Region	Esso	996	158.789111	55.907639	15.0	LEOfraniv_KAM	MH930644	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-11-18	2017-11-26	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_03e_2017	6300.0	SE	Esso	subalpine meadows and Duschekia / Salix pulchra thickets, SW-exp. valley bottom	valley of the Tschereminye rivulet, ca. 6 km N Mt. Duigeren-Olengende [plot Kam10]	2483	173
Sc29730	SSU	Excellent	Yes	538	NA	Leocarpus	fragilis	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Bystrinskiy Region	Esso	1003	158.791611	55.907278	15.0	LEOfraniv_KAM	MH930643	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_03d_2017	6300.0	SE	Esso	subalpine meadows and Duschekia / Salix pulchra thickets, lower S-exp. valley slopes, near valley bottom	valley of the Tschereminye rivulet, ca. 6 km N Mt. Duigeren-Olengende [plot Kam9]	2482	172
Sc29849	SSU	Excellent	Yes	544	NA	Lamproderma	ovoideum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	652	158.693056	53.239722	100.0	LAMsp_KAM	MH930624	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_20_2017	30000.0	N	Peropavlovsk-Kamchatskii	scattered snowfields between dense Duschekia thickets, S-exp. slopes down the valley (Suchaja Retschka)	ca. 3 km SW of the station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2601	205
Sc29743	SSU	Excellent	Yes	548	NA	Lamproderma	pulchellum	TRUE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Bystrinskiy Region	Esso	1100	158.800000	55.830000	150.0	LAMpulcf_KAM	MH930631	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_12_2017	13000.0	SE	Esso	alpine tundra at shallow SSW-exp. slopes, around shelter Esso 2	ca. 3 km SSW of Mt. Duigeren-Olengende	2495	190
Sc29931	SSU	Excellent	Yes	550	NA	Lamproderma	ovoideum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	840	158.730000	53.257500	100.0	LAMovo_KAM	MH930625	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_18c_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes in the valley (Suchaja Retschka) to the pass	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2683	215
Sc29823	SSU	Excellent	Yes	550	NA	Lamproderma	ovoideum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	900	158.743056	53.258333	250.0	LAMovo_KAM	MH930623	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_18a_2017	32000.0	NNE	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes in the valley (Suchaja Retschka) to the pass	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2575	202
